"Issue ID","Issue Category","PR","Issue Title","File Path","Line Number","Issue Suggestion","Commented Time"
"256","P2","#1071","XPU warmup 实现未接入构造流程，KV 显存预算缺少实测兜底","rtp_llm/cpp/normal_engine/NormalEngine.cc","85","若 XPU warmup 已可用，应把构造阶段条件扩展到 `USING_CUDA || USING_XPU`；否则删除/隔离 XPU warmup 实现，并在 KV cache 预算中使用更保守的 XPU runtime reserve。","2026-06-10T07:56:53Z"
"257","P2","#1071","XPU 编译包装器无条件重写 params 文件","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","113","先判断 params 内是否真的包含需过滤的 flag；未变化时直接复用原 @file，避免大规模 XPU build 中每个 action 多一次临时文件读写。","2026-06-10T07:56:53Z"
"258","P2","#1071","缺少 ze_loader 时先放行但链接仍强制依赖","3rdparty/gpus/xpu_configure.bzl","306","`TF_NEED_XPU=1` 时找不到 Level Zero loader 应 fail-fast；若允许系统提供，则同时探测并注入明确 `-L`/runtime deps，避免静默空依赖。","2026-06-10T07:56:53Z"
"259","P2","#1071","编译器 include 探测失败会静默退化为空列表","3rdparty/gpus/xpu_configure.bzl","79","检查 `result.return_code`，非 0 时 `auto_configure_fail` 并带上 stderr；解析不到 include search list 也应报明确配置错误。","2026-06-10T07:56:53Z"
"260","P3","#1071","多模态特征已在设备上时仍会走一次冗余 .to()","rtp_llm/cpp/normal_engine/NormalModelInputGatherer.cc","176","若只想保留原“CPU 才搬到设备”的语义，改成 `if (!(mm_feature.is_cuda() || mm_feature.is_xpu()))`；若要严格当前设备，比较前构造带 index 的目标 Device。","2026-06-10T07:56:53Z"
"261","P3","#1071","ONEAPI_ROOT 已设置但无效时不会回退默认路径","3rdparty/gpus/xpu_configure.bzl","112","当 `ONEAPI_ROOT` 非空但路径不存在时直接 fail，或继续尝试默认安装路径，保持与 `_enable_xpu` 的可用性判断一致。","2026-06-10T07:56:53Z"
"262","P1","#1071","XPU top_k=1 快路径漏更新 cum_log_probs","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","420","在该快路径返回前，如果 `cum_log_probs` 存在，用 log_softmax/softmax gather 选中 token 的概率并累加。","2026-06-10T13:11:58Z"
"263","P1","#1071","混合 temperature=0 批次不会逐行贪心","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","401","按行处理 temperature==0，例如先把对应行强制 top_k=1/top_p=1，或对这些行单独 argmax 后合并结果。","2026-06-10T13:11:58Z"
"264","P1","#1071","ORIGINAL all_probs 被过滤逻辑污染","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","434","需要过滤时使用 `filtered_probs = probs_t.clone()`，保持 `probs_t` 作为原始 softmax 概率源。","2026-06-10T13:11:58Z"
"265","P1","#1071","XPU 多卡多模态 extra input 仍分配到 CUDA","rtp_llm/cpp/models/ModelTypes.cc","214","将这里改为 device(getTorchDevice())，并补一个 XPU/TP>1 且包含 mm_extra_input 的同步用例。","2026-06-10T13:11:58Z"
"266","P1","#1071","XPU lockfile 绑定的 Python 版本与默认解释器不兼容","deps/pip.bzl","69","不要让 3.12-only 的 XPU pip repo 在默认 Python3.10 下解析；为非 XPU 创建 stub/延迟注册，或使用稳定的 Python3.12 解释器并在非 XPU 配置下跳过该 repo。","2026-06-10T13:11:58Z"
"267","P2","#1071","XPU 拷贝 fallback 强制同步并退化为多次小拷贝","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","40","保持在当前 XPU stream 上排队即可，去掉非 D2H 场景的无条件 wait；D2D 批量拷贝建议用一次 batched memcpy/kernel 或复用 workspace。","2026-06-10T13:11:58Z"
"268","P2","#1071","XPU top_p 采样每行全量排序开销过高","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","452","改成 batched top_p 实现，或用专用 XPU kernel/分块选择避免全 vocab sort，并复用临时 buffer。","2026-06-10T13:11:58Z"
"269","P2","#1071","XPU penalty 路径按行反复分配 vocab 级工作区","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","349","将 freq_count/appeared 工作区提升为 batch 级复用 buffer，或实现 fused penalty kernel，避免每 token 每行重复分配和多次全 vocab pass。","2026-06-10T13:11:58Z"
"270","P2","#1071","XPU memcpy 未显式抛出异步异常","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","35","使用 `wait_and_throw()`，并在 fusedCopy/fusedStridedCopy/multiMergeCopy 中统一检查 num_copies、size 和队列异常，失败时带 copy index/bytes 报错。","2026-06-10T13:11:58Z"
"271","P2","#1071","XPU wrapper 对 params 文件重复读写","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","167","合并 params 读取与过滤流程，并仅在过滤结果发生变化时重写临时 params 文件。","2026-06-10T13:11:58Z"
"272","P2","#1071","非 XPU 配置缺少早退，可能额外导入 torch","3rdparty/gpus/torch_xpu_configure.bzl","30","在函数入口先判断 TF_NEED_XPU != ""1"" 时直接生成 dummy repo，避免非 XPU 构建做 Python/torch 探测。","2026-06-10T13:11:58Z"
"273","P2","#1071","wrapper 将预处理/语法检查误判为链接动作","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","66","在 link 判断中显式排除 -E、-S、-fsyntax-only、依赖生成等非链接动作，或按 Bazel action/输出类型判断。","2026-06-10T13:11:58Z"
"274","P2","#1071","ze_loader 缺失时配置继续但链接仍强依赖","3rdparty/gpus/xpu_configure.bzl","306","TF_NEED_XPU=1 时找不到 ze_loader 应 fail fast，或根据探测结果生成不含 -lze_loader 的链接配置并补充明确降级语义。","2026-06-10T13:11:58Z"
"275","P3","#1071","多模态特征已在设备上时可能多走一次 .to()","rtp_llm/cpp/normal_engine/NormalModelInputGatherer.cc","176","若语义只是 CPU 才搬设备，改为按设备类型判断：`if (!(mm_feature.is_cuda() || mm_feature.is_xpu()))`；若要严格目标卡，使用带 index 的目标 Device 比较。","2026-06-10T13:11:58Z"
"276","P0","#1071","prefix-cache prefill 会落到不支持前缀的 SDPA 路径","rtp_llm/models_py/modules/factory/attention/xpu_impl/sdpa.py","45","SDPA prefill 要么同样拒绝 `prefix_lengths>0` 并显式报错/走真正 paged prefill，要么从 KV cache 读 prefix K/V 后再计算 attention。","2026-06-11T06:25:21Z"
"277","P0","#1071","XPU 贪心采样会对 do_sample=false 请求错误应用惩罚","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","321","按 CUDA 语义处理 do_sample=false：对这些行跳过 processLogits，或在惩罚/温度处理前后保存并恢复原始 logits。","2026-06-11T06:25:21Z"
"278","P1","#1071","XPU decode 每层复制完整 KV 历史，长上下文会显著拖慢解码","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","584","让 paged attention kernel 直接消费 paged KV cache/block_table，或调整 KV cache layout 使 K/V 视图连续，避免 decode 热路径每层全量 gather 到 scratch。","2026-06-11T06:25:21Z"
"279","P1","#1071","无 FA2 时 XPU decode 会选中必崩实现","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","433","让 XpuVllmDecodeImpl.support 同时检查 is_fa2_available，或在无 FA2 时不注册/不选择该实现，确保真正落到可用 fallback。","2026-06-11T06:25:21Z"
"280","P1","#1071","prefix-cache prefill 会忽略已缓存前缀","rtp_llm/models_py/modules/factory/attention/xpu_impl/sdpa.py","46","SDPA prefill 遇到 prefix_lengths>0 时也应拒绝，或实现读取 cached prefix 并构造完整 K/V attention。","2026-06-11T06:25:21Z"
"281","P1","#1071","XPU vllm decode 固定假设每请求 1 个 query token","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","607","使用 decode_cu_seqlens/input_lengths 计算每请求 q_len 和 cu_seqlens_q；若暂不支持 spec decode，则 support 中显式拒绝 q_len>1。","2026-06-11T06:25:21Z"
"282","P1","#1071","SDPA decode 批量请求被当成单请求处理","rtp_llm/models_py/modules/factory/attention/xpu_impl/sdpa.py","159","按 request 拆分 q/k/v、使用各自 sequence_lengths/block_ids 读写 cache，或仅在 batch_size==1 时声明 support。","2026-06-11T06:25:21Z"
"283","P1","#1071","XPU RMSResNorm 返回值破坏基类契约","rtp_llm/models_py/modules/base/xpu/norm.py","61","保持和 BaseResNorm 一致，两个分支都返回 `(hidden_states, residual)`，并补 XPU RMSResNorm 对齐测试。","2026-06-11T06:25:21Z"
"284","P1","#1071","缺少 FA2 时 paged decode 不会降级到 SDPA","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","432","让 `XpuVllmDecodeImpl.support()` 检查 FA2/block_table 能力；不可用时不要抢占 SDPA，或在 factory 层对 forward 前能力做显式选择。","2026-06-11T06:25:21Z"
"285","P1","#1071","KV cache 块不足时静默截断写入","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","258","当 block table 覆盖不了 `[start_pos, start_pos+N)` 时立即抛出包含 N、start_pos、tpb、block 数的 RuntimeError，避免静默污染 KV cache。","2026-06-11T06:25:21Z"
"286","P1","#1071","大 beam width 会查询错误的 Stage3 kernel 特化","3rdparty/trt_beam_search/beamSearch.cu","60","恢复 `std::min(std::max(...), MAX_BLOCK_SIZE)` 的线程数上限，确保 configure 查询的 kernel 特化与实际 launch 一致。","2026-06-11T06:25:21Z"
"287","P1","#1071","XPU 子通信组初始化会在多 DP/TP 组下挂住或报错","rtp_llm/models_py/distributed/collective_torch.py","150","按 `_create_process_groups` 的 DP/TP 全局顺序让所有 rank 都创建同一批 gloo 子组；子组 broadcast 使用 `torch.distributed.get_global_rank(_pg, 0)` 作为 root。","2026-06-11T06:25:21Z"
"288","P1","#1071","XPU 权重更新后必然访问空 stream","rtp_llm/model_loader/weight_manager.py","284","对 `_working_stream is None` 分支改用 `torch.xpu.synchronize()` 或跳过同步；CUDA 分支保留 stream synchronize。","2026-06-11T06:25:21Z"
"289","P1","#1071","min_new_tokens 低于下限时仍会截断早停 token 后的输出","rtp_llm/openai/renderers/custom_renderer.py","1648","将 min_new_tokens 下限传入 `_remove_stop_word_ids`，低于下限时不要按 EOS/stop 截断，或只在达到下限后再剥离 stop token。","2026-06-11T06:25:21Z"
"290","P1","#1071","ROCm beam search 链接缺少 TRT 实现","rtp_llm/models_py/bindings/core/BUILD","288","为 ROCm 恢复可编译的 beam search 实现依赖，或在 USING_ROCM 下改为明确 unsupported/备用实现，避免未定义符号。","2026-06-11T06:25:21Z"
"291","P1","#1071","VIT 分支导入了不存在的启动函数","rtp_llm/start_backend_server.py","426","改为复用 `start_server.py` 的 VIT 启动路径，或从 `rtp_llm.multimodal.vit_start_server` 导入并传入完整参数；不要从 `server.vit_rpc_server` 导入该函数。","2026-06-11T06:25:21Z"
"292","P1","#1071","XPU wheel 过滤函数未定义导致 Bazel package 加载失败","rtp_llm/BUILD","5","在 `arch_config/arch_select.bzl` 中补上 `filter_xpu_whl_reqs` 的实现并导出，或移除该 load/use，改为现有 `requirement()`/`select()` 机制处理 XPU wheel 依赖。","2026-06-11T06:25:21Z"
"293","P1","#1071","XPU embedding 忽略 text_tokens_mask","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","329","XPU embedding 至少实现 text_tokens_mask 语义；若 position/token type 暂不支持，应在参数非空时 fail-fast，避免多模态 masked token 静默错误。","2026-06-11T06:25:21Z"
"294","P1","#1071","XPU decode 缓存 key 会复用过期请求元数据","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","485","缓存 key 加入完整内容版本/step id，或在每个 decode step 由 C++/PyAttentionInputs 提供稳定 generation id；不要只用 data_ptr 和首元素判定相同。","2026-06-11T06:25:21Z"
"295","P1","#1071","XPU 量化权重缺 scale 时会静默走 F16 Linear","rtp_llm/models_py/modules/factory/linear/impl/xpu/f16_linear.py","29","XpuF16Linear.can_handle 增加 quant_config is None/非量化方法判断；factory 在 quant_config 表示量化但缺少必要 scale 时直接抛错。","2026-06-11T06:25:21Z"
"296","P1","#1071","XPU 构建缺少 local_config_xpu python targets","3rdparty/gpus/xpu_configure.bzl","329","在 xpu_configure 生成的顶层 BUILD.bazel 中补齐 python_headers/python_lib，或让 BUILD.pytorch 继续依赖 @local_config_python 的 Python targets。","2026-06-11T06:25:21Z"
"297","P1","#1071","XPU 多进程启动忽略 ZE_AFFINITY_MASK 数量","rtp_llm/start_backend_server.py","119","XPU 下 local_world_size 应基于 get_visible_device_list() 长度，或让 gpu_device_count() 尊重 ZE_AFFINITY_MASK。","2026-06-11T06:25:21Z"
"298","P1","#1071","VIT 分离角色入口导入不存在的启动函数","rtp_llm/start_backend_server.py","425","修正导入到 rtp_llm.multimodal.vit_start_server 并传入 server_id/py_env_configs/端口，或在 vit_rpc_server.py 提供兼容包装函数。","2026-06-11T06:25:21Z"
"299","P2","#1071","SDPA prefill 在设备 tensor 上求 max_seqlen 会触发同步","rtp_llm/models_py/modules/factory/attention/xpu_impl/sdpa.py","98","在 CPU 侧的 input_lengths/cu_seqlens 上先计算 max_seqlen，再一次性搬运 cu_seqlens 到 XPU；避免每层 prefill 的 .item() 同步。","2026-06-11T06:25:21Z"
"300","P2","#1071","ze_loader 缺失时仍生成强依赖链接参数","3rdparty/gpus/xpu_configure.bzl","306","TF_NEED_XPU=1 时找不到 libze_loader.so 应 fail fast，或按探测结果同步移除 -lze_loader 并明确降级语义。","2026-06-11T06:25:21Z"
"301","P2","#1071","torch XPU 可用性检查过弱","3rdparty/gpus/torch_xpu_configure.bzl","30","显式校验 `torch.version.xpu` 或必要动态库存在；TF_NEED_XPU=1 时缺失应在 repository rule 阶段报错。","2026-06-11T06:25:21Z"
"302","P2","#1071","XPU 编译器 include 探测失败会静默退化","3rdparty/gpus/xpu_configure.bzl","82","当 icpx/icx 执行失败或未解析到 include search list 时 fail-fast，并带上 stderr，避免后续编译阶段才报模糊缺头文件错误。","2026-06-11T06:25:21Z"
"303","P2","#1071","include_usage=false 会让服务端完整响应统计丢失 usage","rtp_llm/openai/openai_endpoint.py","440","对客户端隐藏 usage 和服务端汇总 usage 分离；保留内部完整 chunk 列表或让 collect_complete_response 使用未裁剪的 choice_generator。","2026-06-11T06:25:21Z"
"304","P2","#1071","XPU 拷贝 fallback 强制同步会阻塞热路径","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","40","去掉 host-side wait，依赖当前 XPU stream 顺序；只在 D2H 或调用方确实需要 CPU 可见结果时同步。","2026-06-11T06:25:21Z"
"305","P2","#1071","XPU repetition penalty 每行分配完整 vocab 直方图","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","383","改为一次性分配 [batch,vocab] workspace 或复用采样 workspace，并尽量 batch 化 penalty 计算，避免 per-row allocator 压力。","2026-06-11T06:25:21Z"
"306","P2","#1071","XPU beam search 有一次无效输出分配","rtp_llm/models_py/bindings/core/CudaBeamSearchOp.cc","196","直接用 gather 的返回值初始化 token_ids_out，或使用 gather_out 写入预分配 buffer。","2026-06-11T06:25:21Z"
"307","P2","#1071","XPU RMSNorm fallback 临时 tensor 过多","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","16","为 RMSNorm/fused_add_rmsnorm 增加 XPU fused kernel，或至少使用 out/in-place 形式减少全量中间 tensor。","2026-06-11T06:25:21Z"
"308","P2","#1071","XPU 未实现算子不应静默 no-op","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","466","这些路径在没有等价实现前应 TORCH_CHECK(false) 明确失败，或实现 PyTorch fallback。","2026-06-11T06:25:21Z"
"309","P2","#1071","XPU 多个未支持算子静默 no-op","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","509","对未实现的有输出算子使用 TORCH_CHECK(false) fail-fast，或补齐 PyTorch fallback，避免静默错误结果。","2026-06-11T06:25:21Z"
"310","P2","#1071","VIT 分支导入和调用目标不匹配","rtp_llm/start_backend_server.py","425","移除该不可达/重复分支，或复用 `start_server.py` 中的 VIT 启动逻辑并传入完整参数。","2026-06-11T06:25:21Z"
